ssp_grouper_id,sub_category_id,parent_title_name,sub_category_name,parent_description,disease_area,category,medicare_apc,anchor_codes
R019Z,R0191,X-ray,Lower extremity,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast.",Radiology,I&S,5521,"70100, 70140, 70200, 70220, 70260, 70330, 70360, 73000, 73020, 73030, 73070, 73080, 73090, 73092, 73100, 73110, 73120, 73130, 73140"
R019Z,R0192,X-ray,Head/neck/upper extremity,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast.",Radiology,I&S,5521,"71045, 71046, 71047, 71048, 71101, 71111, 71120, 71130, 72170, 72190, 72220, 74018, 74019, 74021, 74022, 76010"
R019Z,R0192,X-ray,Head/neck/upper extremity,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast.",Radiology,I&S,5521,"71045, 71046, 71047, 71048, 71101, 71111, 71120, 71130, 72170, 72190, 72220, 74018, 74019, 74021, 74022, 76010"
R019Z,R0193,X-ray,Chest/pelvis/abdomen,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast.",Radiology,I&S,5521,"73501, 73502, 73521, 73522, 73523, 73560, 73562, 73564, 73565, 73590, 73592, 73600, 73610, 73620, 73630, 73650, 73660"
R019Z,R0193,X-ray,Chest/pelvis/abdomen,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast.",Radiology,I&S,5521,"73501, 73502, 73521, 73522, 73523, 73560, 73562, 73564, 73565, 73590, 73592, 73600, 73610, 73620, 73630, 73650, 73660"
R019Z,R0194,X-ray,Bone length,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast.",Radiology,I&S,5521,"77072, 77073, 77074, 77075, 77076"
R019Z,R0194,X-ray,Bone length,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast.",Radiology,I&S,5521,"77072, 77073, 77074, 77075, 77076"
R019Z,R0195,X-ray,Spine,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast.",Radiology,I&S,5521,"72020, 72040, 72050, 72070, 72072, 72080, 72081, 72082, 72083, 72084, 72100, 72110, 72114, 72120"
R019Z,R0195,X-ray,Spine,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast.",Radiology,I&S,5521,"72020, 72040, 72050, 72070, 72072, 72080, 72081, 72082, 72083, 72084, 72100, 72110, 72114, 72120"
R019Z,R0196,X-ray,GI contrast,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast.",Radiology,I&S,5521,"74220, 74240"
R019Z,R0196,X-ray,GI contrast,"An X-ray uses brief radiation exposure to create 2D images of bones and internal structures. This quick, painless outpatient test typically takes just minutes. Depending on what's being evaluated, images focus on specific body areas, bones, chest, abdomen, or spine. X-rays are the first-line imaging for fractures, infections, arthritis, and lung disease. Your doctor gets results quickly to guide diagnosis and treatment. You go home immediately with minimal radiation exposure, far less than other imaging tests. The cost of this procedure may vary depending on the complexity involved. Categories include lower extremity, head/neck/upper extremity, chest/pelvis/abdomen, bone length, spine, and gi contrast.",Radiology,I&S,5521,"74220, 74240"
R020Z,R020Z,Cardiac PET scan,-,"A cardiac PET scan uses special imaging technology to create detailed pictures of your heart and check how well it's working. During this outpatient procedure, you'll receive a small amount of radioactive tracer through an IV, then lie still in the scanner for about 20-30 minutes. The scanner detects the tracer's signals to show your doctor blood flow and heart function. This test helps identify areas of poor blood flow or damaged heart tissue. There's minimal radiation exposure, and most people return home the same day with no recovery time needed.",Radiology,I&S,1522,"78430, 78431, 78433"
R020Z,R020Z,Cardiac PET scan,-,"A cardiac PET scan uses special imaging technology to create detailed pictures of your heart and check how well it's working. During this outpatient procedure, you'll receive a small amount of radioactive tracer through an IV, then lie still in the scanner for about 20-30 minutes. The scanner detects the tracer's signals to show your doctor blood flow and heart function. This test helps identify areas of poor blood flow or damaged heart tissue. There's minimal radiation exposure, and most people return home the same day with no recovery time needed.",Radiology,I&S,1522,"78430, 78431, 78433"
R021Z,R0211,Cardiac function testing,ECG,"A cardiac function testing evaluates how effectively your heart pumps and circulates blood. Your doctor uses these results to diagnose heart problems, check medication effectiveness, or clear you for surgery. The tests are painless, non-invasive, and typically take 30-60 minutes. You'll return home the same day feeling completely normal. This type of procedure can be performed various ways, including ecg and functional cardiac testing, and the cost may vary depending on the specific approach or service provided.",Radiology,I&S,5733,"93005, 93010"
R021Z,R0211,Cardiac function testing,ECG,"A cardiac function testing evaluates how effectively your heart pumps and circulates blood. Your doctor uses these results to diagnose heart problems, check medication effectiveness, or clear you for surgery. The tests are painless, non-invasive, and typically take 30-60 minutes. You'll return home the same day feeling completely normal. This type of procedure can be performed various ways, including ecg and functional cardiac testing, and the cost may vary depending on the specific approach or service provided.",Radiology,I&S,5733,"93005, 93010"
R021Z,R0212,Cardiac function testing,Functional cardiac testing,"A cardiac function testing evaluates how effectively your heart pumps and circulates blood. Your doctor uses these results to diagnose heart problems, check medication effectiveness, or clear you for surgery. The tests are painless, non-invasive, and typically take 30-60 minutes. You'll return home the same day feeling completely normal. This type of procedure can be performed various ways, including ecg and functional cardiac testing, and the cost may vary depending on the specific approach or service provided.",Radiology,I&S,5733,"93015, 93016, 93017"
R021Z,R0212,Cardiac function testing,Functional cardiac testing,"A cardiac function testing evaluates how effectively your heart pumps and circulates blood. Your doctor uses these results to diagnose heart problems, check medication effectiveness, or clear you for surgery. The tests are painless, non-invasive, and typically take 30-60 minutes. You'll return home the same day feeling completely normal. This type of procedure can be performed various ways, including ecg and functional cardiac testing, and the cost may vary depending on the specific approach or service provided.",Radiology,I&S,5733,"93015, 93016, 93017"
R0220,R0220,Parathyroid scan,-,"A parathyroid scan locates overactive parathyroid glands that control calcium levels in your body. During this outpatient test, you'll receive a small injection of radioactive tracer and then have imaging scans taken about 2-3 hours later. The tracer accumulates in overactive parathyroid tissue, allowing your doctor to pinpoint exactly where the problem is. This information guides treatment decisions, whether medical or surgical. The procedure is painless, safe, and you'll go home the same day.",Radiology,I&S,5592,"78070, 78071, 78072"
R0220,R0220,Parathyroid scan,-,"A parathyroid scan locates overactive parathyroid glands that control calcium levels in your body. During this outpatient test, you'll receive a small injection of radioactive tracer and then have imaging scans taken about 2-3 hours later. The tracer accumulates in overactive parathyroid tissue, allowing your doctor to pinpoint exactly where the problem is. This information guides treatment decisions, whether medical or surgical. The procedure is painless, safe, and you'll go home the same day.",Radiology,I&S,5592,"78070, 78071, 78072"
SP03Z,SP031,Hysterectomy,Open/vaginal,"A hysterectomy removes your uterus to treat fibroids, cancer, endometriosis, or other gynecologic conditions. Your surgeon can use open surgery, vaginal approach, or laparoscopic minimally invasive technique depending on your situation. The open or vaginal approach typically requires a 1-2 day hospital stay and 4-6 weeks of recovery; laparoscopic surgery is faster, with a typical recovery of 2-3 weeks. You'll have some vaginal bleeding and cramping for a few weeks. Most people experience relief from their original symptoms. After recovery, you can return to normal activities including exercise and intercourse. This type of procedure can be performed various ways, including an open surgical approach or a minimally invasive laparoscopic technique, and the cost may vary depending on the method used.",Gynecology,Encounter,5415,"58150, 58260, 58262, 58270"
SP03Z,SP031,Hysterectomy,Open/vaginal,"A hysterectomy removes your uterus to treat fibroids, cancer, endometriosis, or other gynecologic conditions. Your surgeon can use open surgery, vaginal approach, or laparoscopic minimally invasive technique depending on your situation. The open or vaginal approach typically requires a 1-2 day hospital stay and 4-6 weeks of recovery; laparoscopic surgery is faster, with a typical recovery of 2-3 weeks. You'll have some vaginal bleeding and cramping for a few weeks. Most people experience relief from their original symptoms. After recovery, you can return to normal activities including exercise and intercourse. This type of procedure can be performed various ways, including an open surgical approach or a minimally invasive laparoscopic technique, and the cost may vary depending on the method used.",Gynecology,Encounter,5415,"58150, 58260, 58262, 58270"
SP03Z,SP032,Hysterectomy,Laparoscopic,"A hysterectomy removes your uterus to treat fibroids, cancer, endometriosis, or other gynecologic conditions. Your surgeon can use open surgery, vaginal approach, or laparoscopic minimally invasive technique depending on your situation. The open or vaginal approach typically requires a 1-2 day hospital stay and 4-6 weeks of recovery; laparoscopic surgery is faster, with a typical recovery of 2-3 weeks. You'll have some vaginal bleeding and cramping for a few weeks. Most people experience relief from their original symptoms. After recovery, you can return to normal activities including exercise and intercourse. This type of procedure can be performed various ways, including an open surgical approach or a minimally invasive laparoscopic technique, and the cost may vary depending on the method used.",Gynecology,Encounter,5415,"58542, 58552, 58570, 58571, 58573"
SP03Z,SP032,Hysterectomy,Laparoscopic,"A hysterectomy removes your uterus to treat fibroids, cancer, endometriosis, or other gynecologic conditions. Your surgeon can use open surgery, vaginal approach, or laparoscopic minimally invasive technique depending on your situation. The open or vaginal approach typically requires a 1-2 day hospital stay and 4-6 weeks of recovery; laparoscopic surgery is faster, with a typical recovery of 2-3 weeks. You'll have some vaginal bleeding and cramping for a few weeks. Most people experience relief from their original symptoms. After recovery, you can return to normal activities including exercise and intercourse. This type of procedure can be performed various ways, including an open surgical approach or a minimally invasive laparoscopic technique, and the cost may vary depending on the method used.",Gynecology,Encounter,5415,"58542, 58552, 58570, 58571, 58573"
SP04Z,SP041,Hysteroscopy,"Simple (diagnostic, biopsy)","A hysteroscopy directly visualizes and treats conditions inside your uterus. During this brief outpatient procedure, your surgeon passes a thin camera through your cervix to see inside your uterus. For simple diagnostic cases, the doctor may just take tissue samples or assess the cavity. For complex cases, specialized instruments perform ablation to stop heavy bleeding, remove fibroids, or perform sterilization. The procedure takes 15-60 minutes depending on complexity and you're sedated for comfort. Most people go home the same day. Recovery is quick with minimal cramping or spotting. The cost of this procedure may vary depending on the complexity involved. Categories include simple (diagnostic, biopsy) and complex (ablation, myomectomy, sterilization).",Gynecology,Encounter,5415,"58555, 58558"
SP04Z,SP041,Hysteroscopy,"Simple (diagnostic, biopsy)","A hysteroscopy directly visualizes and treats conditions inside your uterus. During this brief outpatient procedure, your surgeon passes a thin camera through your cervix to see inside your uterus. For simple diagnostic cases, the doctor may just take tissue samples or assess the cavity. For complex cases, specialized instruments perform ablation to stop heavy bleeding, remove fibroids, or perform sterilization. The procedure takes 15-60 minutes depending on complexity and you're sedated for comfort. Most people go home the same day. Recovery is quick with minimal cramping or spotting. The cost of this procedure may vary depending on the complexity involved. Categories include simple (diagnostic, biopsy) and complex (ablation, myomectomy, sterilization).",Gynecology,Encounter,5415,"58555, 58558"
SP04Z,SP042,Hysteroscopy,"Complex (ablation, myomectomy, sterilization)","A hysteroscopy directly visualizes and treats conditions inside your uterus. During this brief outpatient procedure, your surgeon passes a thin camera through your cervix to see inside your uterus. For simple diagnostic cases, the doctor may just take tissue samples or assess the cavity. For complex cases, specialized instruments perform ablation to stop heavy bleeding, remove fibroids, or perform sterilization. The procedure takes 15-60 minutes depending on complexity and you're sedated for comfort. Most people go home the same day. Recovery is quick with minimal cramping or spotting. The cost of this procedure may vary depending on the complexity involved. Categories include simple (diagnostic, biopsy) and complex (ablation, myomectomy, sterilization).",Gynecology,Encounter,5415,"58559, 58560, 58561, 58563"
SP04Z,SP042,Hysteroscopy,"Complex (ablation, myomectomy, sterilization)","A hysteroscopy directly visualizes and treats conditions inside your uterus. During this brief outpatient procedure, your surgeon passes a thin camera through your cervix to see inside your uterus. For simple diagnostic cases, the doctor may just take tissue samples or assess the cavity. For complex cases, specialized instruments perform ablation to stop heavy bleeding, remove fibroids, or perform sterilization. The procedure takes 15-60 minutes depending on complexity and you're sedated for comfort. Most people go home the same day. Recovery is quick with minimal cramping or spotting. The cost of this procedure may vary depending on the complexity involved. Categories include simple (diagnostic, biopsy) and complex (ablation, myomectomy, sterilization).",Gynecology,Encounter,5415,"58559, 58560, 58561, 58563"
SP060,SP060,Ovarian cystectomy,-,"An ovarian cystectomy is a minimally invasive surgery to remove a fluid-filled sac (a cyst) from your ovary, usually while keeping the ovary itself intact. Your doctor may recommend it when a cyst causes pain, grows large, does not go away on its own, or looks concerning on imaging. Your surgeon makes a few small incisions in your lower abdomen and uses a camera and specialized tools, typically under general anesthesia, to carefully remove the cyst. Most people go home the same day or after a short stay and recover within a couple of weeks. The goal is to relieve symptoms and protect your ovary and future fertility when possible.",Gynecology,Encounter,5361,"58661, 58662"
SP060,SP060,Ovarian cystectomy,-,"An ovarian cystectomy is a minimally invasive surgery to remove a fluid-filled sac (a cyst) from your ovary, usually while keeping the ovary itself intact. Your doctor may recommend it when a cyst causes pain, grows large, does not go away on its own, or looks concerning on imaging. Your surgeon makes a few small incisions in your lower abdomen and uses a camera and specialized tools, typically under general anesthesia, to carefully remove the cyst. Most people go home the same day or after a short stay and recover within a couple of weeks. The goal is to relieve symptoms and protect your ovary and future fertility when possible.",Gynecology,Encounter,5361,"58661, 58662"
SP130,SP130,Tubal ligation,-,"A tubal ligation is a minimally invasive female sterilization surgery that closes your fallopian tubes, the tubes that carry eggs from the ovaries to the uterus. With the tubes sealed, eggs and sperm cannot meet, so pregnancy cannot occur.Sealing these tubes prevents eggs and sperm from meeting, so pregnancy cannot occur. Your surgeon makes one or two small incisions near your navel and uses a camera and specialized instruments, usually under general anesthesia, to cut, seal, clip, or band each tube. The procedure is often done as day surgery, and most people go home the same day. Your menstrual cycle and hormones stay the same. Because it is permanent, your doctor will make sure you are certain about your decision beforehand.",Gynecology,Encounter,5361,"58670, 58671"
SP130,SP130,Tubal ligation,-,"A tubal ligation is a minimally invasive female sterilization surgery that closes your fallopian tubes, the tubes that carry eggs from the ovaries to the uterus. With the tubes sealed, eggs and sperm cannot meet, so pregnancy cannot occur.Sealing these tubes prevents eggs and sperm from meeting, so pregnancy cannot occur. Your surgeon makes one or two small incisions near your navel and uses a camera and specialized instruments, usually under general anesthesia, to cut, seal, clip, or band each tube. The procedure is often done as day surgery, and most people go home the same day. Your menstrual cycle and hormones stay the same. Because it is permanent, your doctor will make sure you are certain about your decision beforehand.",Gynecology,Encounter,5361,"58670, 58671"
UP01Z,UP011,Bladder neck resection,Incision / contracture release,"A bladder neck resection corrects bladder outlet obstruction or stricture that blocks urine flow. During this outpatient or brief inpatient procedure, your urologist uses an endoscope (camera) passed through the urethra to reach the bladder neck and either incise scar tissue, resect obstructive tissue, or perform sphincterotomy (cutting the muscle). The procedure takes 20-60 minutes and is less invasive than open surgery. You may have a temporary catheter for 24-48 hours. Most people experience improved urinary flow within weeks. Recovery typically takes 2-4 weeks. Follow-up ensures your urine flow remains good. This type of procedure can be performed various ways, including incision / contracture release, resection, and sphincterotomy, and the cost may vary depending on the specific approach or service provided.",Urology / Nephrology,Encounter,5374,"52276, 52640"
UP01Z,UP011,Bladder neck resection,Incision / contracture release,"A bladder neck resection corrects bladder outlet obstruction or stricture that blocks urine flow. During this outpatient or brief inpatient procedure, your urologist uses an endoscope (camera) passed through the urethra to reach the bladder neck and either incise scar tissue, resect obstructive tissue, or perform sphincterotomy (cutting the muscle). The procedure takes 20-60 minutes and is less invasive than open surgery. You may have a temporary catheter for 24-48 hours. Most people experience improved urinary flow within weeks. Recovery typically takes 2-4 weeks. Follow-up ensures your urine flow remains good. This type of procedure can be performed various ways, including incision / contracture release, resection, and sphincterotomy, and the cost may vary depending on the specific approach or service provided.",Urology / Nephrology,Encounter,5374,"52276, 52640"
UP01Z,UP012,Bladder neck resection,Resection,"A bladder neck resection corrects bladder outlet obstruction or stricture that blocks urine flow. During this outpatient or brief inpatient procedure, your urologist uses an endoscope (camera) passed through the urethra to reach the bladder neck and either incise scar tissue, resect obstructive tissue, or perform sphincterotomy (cutting the muscle). The procedure takes 20-60 minutes and is less invasive than open surgery. You may have a temporary catheter for 24-48 hours. Most people experience improved urinary flow within weeks. Recovery typically takes 2-4 weeks. Follow-up ensures your urine flow remains good. This type of procedure can be performed various ways, including incision / contracture release, resection, and sphincterotomy, and the cost may vary depending on the specific approach or service provided.",Urology / Nephrology,Encounter,5374,52500
UP01Z,UP012,Bladder neck resection,Resection,"A bladder neck resection corrects bladder outlet obstruction or stricture that blocks urine flow. During this outpatient or brief inpatient procedure, your urologist uses an endoscope (camera) passed through the urethra to reach the bladder neck and either incise scar tissue, resect obstructive tissue, or perform sphincterotomy (cutting the muscle). The procedure takes 20-60 minutes and is less invasive than open surgery. You may have a temporary catheter for 24-48 hours. Most people experience improved urinary flow within weeks. Recovery typically takes 2-4 weeks. Follow-up ensures your urine flow remains good. This type of procedure can be performed various ways, including incision / contracture release, resection, and sphincterotomy, and the cost may vary depending on the specific approach or service provided.",Urology / Nephrology,Encounter,5374,52500
UP01Z,UP013,Bladder neck resection,Sphincterotomy,"A bladder neck resection corrects bladder outlet obstruction or stricture that blocks urine flow. During this outpatient or brief inpatient procedure, your urologist uses an endoscope (camera) passed through the urethra to reach the bladder neck and either incise scar tissue, resect obstructive tissue, or perform sphincterotomy (cutting the muscle). The procedure takes 20-60 minutes and is less invasive than open surgery. You may have a temporary catheter for 24-48 hours. Most people experience improved urinary flow within weeks. Recovery typically takes 2-4 weeks. Follow-up ensures your urine flow remains good. This type of procedure can be performed various ways, including incision / contracture release, resection, and sphincterotomy, and the cost may vary depending on the specific approach or service provided.",Urology / Nephrology,Encounter,5374,
UP01Z,UP013,Bladder neck resection,Sphincterotomy,"A bladder neck resection corrects bladder outlet obstruction or stricture that blocks urine flow. During this outpatient or brief inpatient procedure, your urologist uses an endoscope (camera) passed through the urethra to reach the bladder neck and either incise scar tissue, resect obstructive tissue, or perform sphincterotomy (cutting the muscle). The procedure takes 20-60 minutes and is less invasive than open surgery. You may have a temporary catheter for 24-48 hours. Most people experience improved urinary flow within weeks. Recovery typically takes 2-4 weeks. Follow-up ensures your urine flow remains good. This type of procedure can be performed various ways, including incision / contracture release, resection, and sphincterotomy, and the cost may vary depending on the specific approach or service provided.",Urology / Nephrology,Encounter,5374,
UP020,UP020,Circumcision,-,"A circumcision removes the foreskin covering the tip of your penis. This brief outpatient procedure takes 20-30 minutes and can be performed at any age. You're given local anesthesia for comfort. Afterwards, you'll have swelling and soreness for 1-2 weeks. Activity restrictions vary by age, children usually resume normal play within days, while adults need 1-2 weeks before strenuous activity. Sexual activity should wait 4 weeks. Your doctor provides clear wound care instructions. Most people heal perfectly without complications. Circumcision may be performed for religious reasons, phimosis (tight foreskin), or personal preference.",Urology / Nephrology,Encounter,5373,"54150, 54161, 54162, 54163"
UP020,UP020,Circumcision,-,"A circumcision removes the foreskin covering the tip of your penis. This brief outpatient procedure takes 20-30 minutes and can be performed at any age. You're given local anesthesia for comfort. Afterwards, you'll have swelling and soreness for 1-2 weeks. Activity restrictions vary by age, children usually resume normal play within days, while adults need 1-2 weeks before strenuous activity. Sexual activity should wait 4 weeks. Your doctor provides clear wound care instructions. Most people heal perfectly without complications. Circumcision may be performed for religious reasons, phimosis (tight foreskin), or personal preference.",Urology / Nephrology,Encounter,5373,"54150, 54161, 54162, 54163"
UP03Z,UP031,Cystourethroscopy / ureteroscopy,Diagnostic,"A cystourethroscopy or ureteroscopy visualizes the inside of your bladder and urethra (or ureters) using a thin camera passed through the urethra. This outpatient procedure can be purely diagnostic or therapeutic, depending on your condition. The camera shows your doctor exactly what's causing symptoms like bleeding, pain, or obstruction. If needed, small instruments can remove stones, destroy tumors, remove tissue samples, or place stents. The procedure takes 15-90 minutes depending on complexity. You may have mild burning with urination for a few days. Most people go home the same day. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, complex, with ureteroscopy, and with implant.",Urology / Nephrology,Encounter,5372,"52000, 52204"
UP03Z,UP031,Cystourethroscopy / ureteroscopy,Diagnostic,"A cystourethroscopy or ureteroscopy visualizes the inside of your bladder and urethra (or ureters) using a thin camera passed through the urethra. This outpatient procedure can be purely diagnostic or therapeutic, depending on your condition. The camera shows your doctor exactly what's causing symptoms like bleeding, pain, or obstruction. If needed, small instruments can remove stones, destroy tumors, remove tissue samples, or place stents. The procedure takes 15-90 minutes depending on complexity. You may have mild burning with urination for a few days. Most people go home the same day. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, complex, with ureteroscopy, and with implant.",Urology / Nephrology,Encounter,5372,"52000, 52204"
UP03Z,UP032,Cystourethroscopy / ureteroscopy,"Therapeutic, simple","A cystourethroscopy or ureteroscopy visualizes the inside of your bladder and urethra (or ureters) using a thin camera passed through the urethra. This outpatient procedure can be purely diagnostic or therapeutic, depending on your condition. The camera shows your doctor exactly what's causing symptoms like bleeding, pain, or obstruction. If needed, small instruments can remove stones, destroy tumors, remove tissue samples, or place stents. The procedure takes 15-90 minutes depending on complexity. You may have mild burning with urination for a few days. Most people go home the same day. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, complex, with ureteroscopy, and with implant.",Urology / Nephrology,Encounter,5372,"52001, 52005, 52214, 52224, 52281, 52310, 52315, 52332"
UP03Z,UP032,Cystourethroscopy / ureteroscopy,"Therapeutic, simple","A cystourethroscopy or ureteroscopy visualizes the inside of your bladder and urethra (or ureters) using a thin camera passed through the urethra. This outpatient procedure can be purely diagnostic or therapeutic, depending on your condition. The camera shows your doctor exactly what's causing symptoms like bleeding, pain, or obstruction. If needed, small instruments can remove stones, destroy tumors, remove tissue samples, or place stents. The procedure takes 15-90 minutes depending on complexity. You may have mild burning with urination for a few days. Most people go home the same day. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, complex, with ureteroscopy, and with implant.",Urology / Nephrology,Encounter,5372,"52001, 52005, 52214, 52224, 52281, 52310, 52315, 52332"
UP03Z,UP033,Cystourethroscopy / ureteroscopy,"Therapeutic, complex","A cystourethroscopy or ureteroscopy visualizes the inside of your bladder and urethra (or ureters) using a thin camera passed through the urethra. This outpatient procedure can be purely diagnostic or therapeutic, depending on your condition. The camera shows your doctor exactly what's causing symptoms like bleeding, pain, or obstruction. If needed, small instruments can remove stones, destroy tumors, remove tissue samples, or place stents. The procedure takes 15-90 minutes depending on complexity. You may have mild burning with urination for a few days. Most people go home the same day. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, complex, with ureteroscopy, and with implant.",Urology / Nephrology,Encounter,5372,"52235, 52240"
UP03Z,UP033,Cystourethroscopy / ureteroscopy,"Therapeutic, complex","A cystourethroscopy or ureteroscopy visualizes the inside of your bladder and urethra (or ureters) using a thin camera passed through the urethra. This outpatient procedure can be purely diagnostic or therapeutic, depending on your condition. The camera shows your doctor exactly what's causing symptoms like bleeding, pain, or obstruction. If needed, small instruments can remove stones, destroy tumors, remove tissue samples, or place stents. The procedure takes 15-90 minutes depending on complexity. You may have mild burning with urination for a few days. Most people go home the same day. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, complex, with ureteroscopy, and with implant.",Urology / Nephrology,Encounter,5372,"52235, 52240"
UP03Z,UP034,Cystourethroscopy / ureteroscopy,with ureteroscopy,"A cystourethroscopy or ureteroscopy visualizes the inside of your bladder and urethra (or ureters) using a thin camera passed through the urethra. This outpatient procedure can be purely diagnostic or therapeutic, depending on your condition. The camera shows your doctor exactly what's causing symptoms like bleeding, pain, or obstruction. If needed, small instruments can remove stones, destroy tumors, remove tissue samples, or place stents. The procedure takes 15-90 minutes depending on complexity. You may have mild burning with urination for a few days. Most people go home the same day. The cost of this procedure may vary depending on the complexity involved. Categories include diagnostic, therapeutic, simple, therapeutic, complex, with ureteroscopy, and with implant.",Urology / Nephrology,Encounter,5372,"52352, 52353, 52354, 52356"
